iter	R2	RMSE
879	0.9490520356	0.0320911559
880	0.9490699929	0.03208549992
881	0.9490772995	0.0320831983
882	0.9490782341	0.03208290387
883	0.9490949095	0.03207765034
884	0.9491158788	0.03207104278
885	0.9491358087	0.03206476152
886	0.9491457491	0.03206162813
887	0.9491577255	0.03205785259
888	0.9492319871	0.03203443176
889	0.9492753171	0.0320207583
890	0.9492853642	0.03201758695
891	0.9492975593	0.03201373717
892	0.9493053688	0.0320112716
893	0.9493261225	0.03200471841
894	0.9493368839	0.03200131989
895	0.9493383048	0.03200087114
896	0.9493495865	0.03199730784
897	0.9493596765	0.03199412061
898	0.9493615091	0.0319935417
899	0.9493802553	0.03198761919
900	0.9493992203	0.03198162645
901	0.9494198148	0.03197511753
902	0.9494353455	0.03197020816
903	0.9494387141	0.03196914323
904	0.9494459285	0.03196686238
905	0.9494546989	0.03196408935
906	0.949464764	0.03196090668
907	0.9494750053	0.03195766799
908	0.9494906322	0.03195272551
909	0.9495065128	0.03194770197
910	0.9495083644	0.03194711623
911	0.949527379	0.03194110019
912	0.9495591544	0.03193104423
913	0.9495703828	0.03192749002
914	0.9495962771	0.031919292
915	0.9496138352	0.03191373197
916	0.9496142121	0.03191361262
917	0.9496365294	0.03190654413
918	0.949655422	0.0319005591
919	0.9497368938	0.03187473656
920	0.9497458185	0.0318719066
921	0.9497574318	0.03186822373
922	0.9497812644	0.03186066449
923	0.9497829876	0.03186011785
924	0.9497875186	0.03185868047
925	0.9498045999	0.03185326115
926	0.9498288808	0.03184555608
927	0.9498310873	0.03184485577
928	0.9498465369	0.03183995206
929	0.9498630974	0.03183469491
930	0.9498934932	0.03182504347
931	0.9499027894	0.03182209109
932	0.9499229891	0.03181567495
933	0.9499420019	0.03180963464
934	0.9499705613	0.03180055922
935	0.9499732839	0.03179969391
936	0.949995705	0.03179256709
937	0.9500085275	0.03178849057
938	0.9500134565	0.03178692343
939	0.9500408188	0.03177822225
940	0.9500614001	0.03177167584
941	0.950078359	0.03176628065
942	0.9500830882	0.03176477595
943	0.9500914267	0.03176212275
944	0.9501162012	0.03175423843
945	0.9501389987	0.03174698159
946	0.9501484032	0.03174398747
947	0.9501490077	0.03174379501
948	0.9501575185	0.03174108517
949	0.9501653102	0.03173860407
950	0.9501971397	0.0317284667
951	0.9502151174	0.03172273955
952	0.9502245706	0.03171972764
953	0.9502397678	0.03171488501
954	0.9502560114	0.03170970814
955	0.9502628369	0.03170753256
956	0.950276495	0.03170317873
957	0.9502966342	0.03169675783
958	0.9503020579	0.03169502838
959	0.9503076797	0.03169323568
960	0.9503267939	0.03168713967
961	0.9503383043	0.03168346815
962	0.9503505043	0.03167957617
963	0.9504116356	0.03166006732
964	0.950419353	0.03165760361
965	0.9504338636	0.03165297071
966	0.9504418288	0.03165042732
967	0.9504524772	0.03164702684
968	0.9504632316	0.03164359211
969	0.9504645362	0.03164317542
970	0.9504747298	0.03163991943
971	0.9504938568	0.03163380907
972	0.9504971435	0.03163275895
973	0.9505076931	0.03162938813
974	0.9505156207	0.03162685485
975	0.9505283279	0.03162279384
976	0.950537557	0.03161984404
977	0.9505479325	0.0316165275
978	0.9505563454	0.03161383805
979	0.9505606932	0.03161244802
980	0.9505790228	0.03160658734
981	0.9505913973	0.03160263011
982	0.9505942958	0.03160170313
983	0.9506165721	0.03159457797
984	0.9506284651	0.03159077326
985	0.9506340097	0.03158899935
986	0.9507034372	0.03156677842
987	0.9507186956	0.03156189271
988	0.950737171	0.03155597595
989	0.9507423277	0.03155432431
990	0.9507448179	0.03155352668
991	0.9507483892	0.03155238274
992	0.9507567999	0.03154968852
993	0.95077036	0.03154534432
994	0.950782553	0.03154143757
995	0.950804488	0.03153440815
996	0.9508203489	0.03152932432
997	0.9508390304	0.03152333534
998	0.9508588626	0.03151697623
999	0.9508629546	0.03151566399
1000	0.9508689919	0.03151372783
1001	0.9509194709	0.03149753447
1002	0.9509239662	0.03149609202
1003	0.9509473332	0.03148859288
1004	0.9509788303	0.03147848172
1005	0.9510012482	0.03147128318
1006	0.9510455957	0.03145703801
1007	0.9510612448	0.03145200972
1008	0.9510739997	0.03144791079
1009	0.9510800633	0.03144596201
1010	0.9510910441	0.03144243255
1011	0.9510928254	0.03144185995
1012	0.9511109948	0.03143601897
1013	0.9511159047	0.03143444037
1014	0.9511286317	0.03143034812
1015	0.9511440709	0.03142538309
1016	0.9511602672	0.03142017372
1017	0.9511748946	0.03141546821
1018	0.9511783975	0.03141434126
1019	0.9511831939	0.03141279811
1020	0.9512091713	0.03140443898
1021	0.9512247441	0.03139942682
1022	0.9512302884	0.03139764218
1023	0.9512332226	0.03139669765
1024	0.9512467761	0.03139233439
1025	0.951252697	0.0313904281
1026	0.9512750203	0.03138323982
1027	0.9512986763	0.03137562061
1028	0.9513091868	0.03137223476
1029	0.9513178816	0.03136943352
1030	0.9513226522	0.03136789646
1031	0.9513266807	0.03136659845
1032	0.9513275764	0.03136630985
1033	0.9513311275	0.03136516559
1034	0.9513361486	0.0313635476
1035	0.9513642041	0.03135450549
1036	0.9513642056	0.03135450501
1037	0.9513731853	0.03135161035
1038	0.9513767421	0.03135046373
1039	0.951387896	0.03134686773
1040	0.9514137373	0.03133853491
1041	0.951429192	0.0313335503
1042	0.9514422865	0.03132932633
1043	0.9514469355	0.03132782654
1044	0.9514578776	0.03132429625
1045	0.9514820729	0.03131648865
1046	0.9514839285	0.03131588976
1047	0.9514956803	0.03131209679
1048	0.9515020357	0.03131004535
1049	0.9515625499	0.03129050545
1050	0.9515693401	0.03128831212
1051	0.9515766595	0.0312859477
1052	0.9515888158	0.03128202042
1053	0.951592504	0.0312808288
1054	0.9516031326	0.03127739452
1055	0.9516090365	0.03127548669
1056	0.9516688431	0.03125615397
1057	0.9516765619	0.03125365797
1058	0.9516879829	0.03124996441
1059	0.951707782	0.03124356038
1060	0.9517235683	0.03123845333
1061	0.9517295591	0.03123651504
1062	0.951737365	0.03123398926
1063	0.9517587322	0.03122707442
1064	0.9517712682	0.03122301682
1065	0.9517781746	0.03122078117
1066	0.9517831025	0.03121918586
1067	0.9518288986	0.03120435646
1068	0.9518384107	0.03120127543
1069	0.9518477262	0.03119825777
1070	0.9518596449	0.03119439643
1071	0.9518702998	0.03119094411
1072	0.9519062922	0.03117927929
1073	0.9519273392	0.03117245614
1074	0.9519293755	0.0311717959
1075	0.9519494785	0.03116527726
1076	0.9519565448	0.03116298558
1077	0.9519611257	0.03116149986
1078	0.9519692504	0.03115886461
1079	0.9519800636	0.03115535703
1080	0.951990774	0.03115188236
1081	0.9519943794	0.03115071263
1082	0.9520303038	0.03113905484
1083	0.9520399099	0.03113593681
1084	0.9520516105	0.03113213854
1085	0.952060204	0.03112934859
1086	0.9520706664	0.03112595158
1087	0.9520718993	0.03112555126
1088	0.952081163	0.03112254306
1089	0.9520887615	0.03112007543
1090	0.9520928222	0.03111875662
1091	0.9520956191	0.03111784822
1092	0.9520962025	0.03111765873
1093	0.9521024286	0.03111563647
1094	0.9521090537	0.03111348446
1095	0.9521150757	0.03111152824
1096	0.9521194316	0.03111011317
1097	0.9521283629	0.03110721148
1098	0.9521609961	0.03109660708
1099	0.9522052171	0.03108223136
1100	0.9522191739	0.03107769278
1101	0.9522233684	0.03107632865
1102	0.9522325896	0.03107332955
1103	0.9522462774	0.03106887716
1104	0.9522518789	0.03106705495
1105	0.9522743555	0.03105974193
1106	0.9522777916	0.03105862383
1107	0.9522853524	0.03105616336
1108	0.9523080155	0.03104878709
1109	0.9523167499	0.03104594377
1110	0.9523205961	0.03104469167
1111	0.9523457815	0.03103649128
1112	0.9523568132	0.03103289869
1113	0.9523762922	0.03102655411
1114	0.9523844662	0.03102389135
1115	0.9524086458	0.03101601323
1116	0.9524240699	0.03101098677
1117	0.9524364944	0.03100693724
1118	0.9524474572	0.03100336366
1119	0.9524612518	0.03099886642
1120	0.9524784193	0.03099326867
1121	0.9525097344	0.03098305524
1122	0.9525299872	0.03097644798
1123	0.9525307374	0.03097620321
1124	0.9525671461	0.03096432164
1125	0.9525774861	0.03096094646
1126	0.9525852063	0.03095842619
1127	0.9526146043	0.03094882731
1128	0.9526289337	0.03094414749
1129	0.9526429138	0.03093958104
1130	0.9526612209	0.03093360024
1131	0.9526703832	0.03093060654
1132	0.9526799376	0.0309274844
1133	0.9527366516	0.03090894524
1134	0.9527457556	0.0309059682
1135	0.9527580106	0.03090196036
1136	0.9527646914	0.03089977524
1137	0.952765336	0.03089956442
1138	0.9527853643	0.03089301275
1139	0.9528152393	0.03088323743
1140	0.9528278354	0.03087911498
1141	0.9528409878	0.03087480986
1142	0.9528626536	0.03086771682
1143	0.9528711757	0.03086492634
1144	0.9528923475	0.03085799281
1145	0.952919208	0.03084919402
1146	0.9529202688	0.03084884647
1147	0.9529259447	0.03084698689
1148	0.9529357244	0.03084378245
1149	0.9529565514	0.03083695716
1150	0.9529651203	0.0308341486
1151	0.9529802794	0.03082917935
1152	0.9529897499	0.03082607445
1153	0.9529973023	0.03082359817
1154	0.9530069336	0.03082044
1155	0.9530125814	0.03081858788
1156	0.953032859	0.03081193723
1157	0.9530369262	0.03081060307
1158	0.9530496398	0.03080643237
1159	0.9530657476	0.03080114736
1160	0.953072011	0.03079909205
1161	0.9530747089	0.03079820674
1162	0.9530893549	0.0307934001
1163	0.9531143912	0.03078518173
1164	0.9531205254	0.03078316781
1165	0.9531296984	0.03078015596
1166	0.9531334334	0.03077892954
1167	0.9531413093	0.03077634325
1168	0.9531915875	0.03075982769
1169	0.953202622	0.03075620185
1170	0.9532239064	0.03074920678
1171	0.9532320207	0.0307465396
1172	0.9532358956	0.03074526585
1173	0.9532405115	0.03074374844
1174	0.9532469642	0.03074162708
1175	0.9532712571	0.03073363939
1176	0.9533184748	0.03071810783
1177	0.9533204186	0.03071746828
1178	0.9533274516	0.03071515418
1179	0.9533356928	0.03071244229
1180	0.9533410282	0.03071068646
1181	0.9533536469	0.0307065334
1182	0.9533629575	0.03070346874
1183	0.9533799917	0.03069786101
1184	0.9533866728	0.03069566126
1185	0.9533908335	0.03069429129
1186	0.9533975988	0.03069206358
1187	0.9534002514	0.03069119007
1188	0.9534140422	0.03068664835
1189	0.9534536124	0.03067361292
1190	0.9534608378	0.03067123209
1191	0.9534639951	0.03067019168
1192	0.9534684054	0.03066873831
1193	0.9534816026	0.0306643889
1194	0.9535054896	0.03065651488
1195	0.9535115176	0.0306545275
1196	0.953516603	0.03065285079
1197	0.9535216332	0.0306511922
1198	0.9535474713	0.03064267126
1199	0.9535608089	0.03063827183
