iter	R2	RMSE
131	0.9086654928	0.04296743087
132	0.9088257709	0.04292971368
133	0.9091455815	0.04285435556
134	0.9092565422	0.0428281785
135	0.9094758604	0.0427763914
136	0.9097751272	0.04270562492
137	0.9097754416	0.04270555052
138	0.9099170169	0.04267203178
139	0.9100469654	0.04264124257
140	0.910311005	0.04257861405
141	0.9104235909	0.04255188136
142	0.9104735465	0.04254001438
143	0.9110119811	0.0424118983
144	0.9113681091	0.04232694749
145	0.9114497222	0.04230745547
146	0.9114497414	0.04230745089
147	0.9115246986	0.04228954061
148	0.9116121387	0.04226863809
149	0.9117612448	0.04223297044
150	0.9119243581	0.04219391763
151	0.9122467591	0.04211662138
152	0.9124358785	0.04207121355
153	0.9125997377	0.04203183108
154	0.9127578995	0.04199378291
155	0.9128838867	0.04196345014
156	0.9129964479	0.04193633124
157	0.913122137	0.04190602879
158	0.9131878067	0.0418901877
159	0.913262283	0.04187221503
160	0.9134139903	0.04183558101
161	0.913470621	0.04182189773
162	0.9135478974	0.0418032187
163	0.9136484193	0.04177890835
164	0.9142490818	0.04163334752
165	0.9143207893	0.04161593634
166	0.914424705	0.04159069182
167	0.9144843657	0.04157619138
168	0.9147398706	0.04151403392
169	0.9148623226	0.04148421163
170	0.9149277843	0.04146826012
171	0.9151722426	0.04140863695
172	0.9152300185	0.04139453289
173	0.9158752356	0.04123669708
174	0.9160959709	0.04118256099
175	0.9161912055	0.04115918238
176	0.9166142357	0.04105517418
177	0.9166142428	0.04105517243
178	0.9169900106	0.04096256289
179	0.9172419351	0.04090035764
180	0.9172974816	0.04088662937
181	0.9173823477	0.04086564584
182	0.9174437771	0.04085045043
183	0.9175532058	0.04082336771
184	0.9175614728	0.04082132096
185	0.9176437934	0.04080093442
186	0.917950587	0.04072486762
187	0.9180771529	0.04069344527
188	0.9184302035	0.0406056654
189	0.9185612941	0.04057302364
190	0.9186634825	0.04054756035
191	0.9187842497	0.04051744698
192	0.9188916822	0.04049063981
193	0.9190433529	0.0404527638
194	0.9190984902	0.04043898582
195	0.9191662628	0.04042204405
196	0.919301228	0.04038828434
197	0.9193572743	0.04037425681
198	0.9194563509	0.04034944755
199	0.9195442959	0.04032741292
200	0.9196001691	0.04031340762
201	0.9196158315	0.04030948077
202	0.9199808474	0.04021785612
203	0.9200620245	0.04019745102
204	0.9200765579	0.04019379674
205	0.920104515	0.04018676624
206	0.920140113	0.04017781251
207	0.9202144233	0.04015911527
208	0.9203543248	0.04012389094
209	0.9204439286	0.04010131428
210	0.9205111783	0.04008436165
211	0.9206793207	0.04004194406
212	0.9207667254	0.04001987654
213	0.9208157895	0.04000748377
214	0.9211064027	0.03993400074
215	0.9214013867	0.03985927399
216	0.9214504924	0.03984682069
217	0.9215054085	0.03983288927
218	0.9215356267	0.03982522125
219	0.9216169392	0.03980458049
220	0.9216934653	0.03978514498
221	0.9217411409	0.03977303186
222	0.9218990649	0.03973288122
223	0.9219784153	0.03971269183
224	0.9221568778	0.03966724746
225	0.9223792977	0.03961053661
226	0.9224155876	0.039601276
227	0.922564673	0.03956320901
228	0.922769274	0.03951090713
229	0.9228674835	0.03948577737
230	0.9228674954	0.03948577431
231	0.9231766107	0.03940657352
232	0.9232564274	0.03938609722
233	0.923338716	0.0393649756
234	0.9233917875	0.03935134734
235	0.9233917985	0.0393513445
236	0.9235583937	0.03930853373
237	0.9237499759	0.03925924421
238	0.9238267399	0.03923947731
239	0.9240355661	0.03918565358
240	0.9240371909	0.03918523454
241	0.9240978512	0.03916958567
242	0.9243240613	0.03911117382
243	0.9244103656	0.03908886539
244	0.9244744915	0.03907228148
245	0.9244744916	0.03907228146
246	0.9245345884	0.03905673316
247	0.9245725043	0.03904692034
248	0.9246446164	0.03902825057
249	0.9248495034	0.03897515666
250	0.9249279838	0.03895480028
251	0.9250695205	0.03891806131
252	0.9251380554	0.0389002591
253	0.9252024054	0.03888353652
254	0.9252457835	0.03887225983
255	0.9252729404	0.03886519839
256	0.9253126009	0.03885488341
257	0.9253772696	0.03883805834
258	0.9253874985	0.03883539641
259	0.9253996092	0.03883224449
260	0.9254464888	0.0388200413
261	0.9255232198	0.03880005924
262	0.9255357439	0.03879679675
263	0.92582135	0.03872232312
264	0.9258570072	0.03871301523
265	0.9259147272	0.03869794333
266	0.9260184158	0.03867085331
267	0.9260542893	0.03866147648
268	0.9262036843	0.0386224022
269	0.9262699133	0.03860506733
270	0.9263575645	0.03858211343
271	0.9264900283	0.03854739818
272	0.9264900284	0.03854739814
273	0.9265646588	0.03852782571
274	0.9265662208	0.03852741595
275	0.9266795408	0.03849767751
276	0.9267898546	0.0384687059
277	0.9268583456	0.03845070718
278	0.9268768643	0.03844583923
279	0.9269773549	0.03841941275
280	0.9270267141	0.03840642586
281	0.9270723564	0.03839441304
282	0.9270960008	0.03838818847
283	0.9271555294	0.03837251264
284	0.927229401	0.03835305091
285	0.9272578475	0.03834555395
286	0.9273000549	0.03833442766
287	0.9273156804	0.0383303078
288	0.9273608444	0.03831839727
289	0.927457402	0.03829292091
290	0.927511262	0.03827870278
291	0.9275547288	0.03826722442
292	0.9276160235	0.03825103238
293	0.9276834785	0.03823320505
294	0.9277069691	0.0382269949
295	0.9277189072	0.03822383847
296	0.9277887335	0.03820537116
297	0.9277970562	0.03820316942
298	0.9278024284	0.03820174816
299	0.9278638938	0.03818548316
300	0.9279165448	0.03817154513
301	0.9280702004	0.03813083953
302	0.9281341396	0.03811388829
303	0.9282699262	0.03807786422
304	0.92842244	0.03803736176
305	0.9284954021	0.03801797025
306	0.9285208926	0.03801119317
307	0.9286043491	0.03798899642
308	0.928679236	0.03796906787
309	0.9287498553	0.0379502654
310	0.9288249626	0.03793025778
311	0.9288964463	0.0379112056
312	0.9289877501	0.03788685697
313	0.9290175492	0.03787890685
314	0.929093451	0.0378586494
315	0.9293578255	0.03778800567
316	0.9294100737	0.03777402872
317	0.9294542988	0.03776219402
318	0.9296996174	0.03769647892
319	0.9299702753	0.03762384283
320	0.930001707	0.03761539848
321	0.9300312686	0.03760745479
322	0.9300797436	0.03759442512
323	0.9301793875	0.03756762753
324	0.9303233193	0.03752888562
325	0.9303818775	0.03751311217
326	0.9304707487	0.03748916077
327	0.9305432026	0.03746962263
328	0.9305870529	0.03745779287
329	0.9306893545	0.03743017984
330	0.9307529291	0.03741300965
331	0.9308464464	0.03738773822
332	0.9308961798	0.03737429166
333	0.9309432747	0.03736155404
334	0.9309701278	0.0373542892
335	0.9310879084	0.03732240816
336	0.9311247168	0.0373124392
337	0.9311603321	0.03730279084
338	0.9311984277	0.03729246782
339	0.9312825824	0.03726965368
340	0.9314158524	0.03723349592
341	0.9314593995	0.03722167345
342	0.9315099599	0.03720794224
343	0.9315663114	0.03719263232
344	0.9316638998	0.03716610399
345	0.9317047649	0.03715498961
346	0.9317233365	0.03714993747
347	0.9317847309	0.0371332311
348	0.9318727498	0.03710926667
349	0.9319008782	0.03710160504
350	0.9319970999	0.03707538411
351	0.9320387666	0.03706402397
352	0.9320610031	0.03705795992
353	0.9321349721	0.03703778089
354	0.9321389697	0.03703669
355	0.9322116406	0.0370168538
356	0.932215275	0.03701586149
357	0.9322665717	0.03700185278
358	0.9323138921	0.03698892528
359	0.9323994968	0.03696552736
360	0.9324365788	0.03695538733
361	0.932460367	0.036948881
362	0.93250422	0.03693688373
363	0.9325837672	0.03691511132
364	0.9326111647	0.03690760954
365	0.9326170273	0.03690600408
366	0.9326677606	0.03689210801
367	0.9327262097	0.03687609208
368	0.9327511965	0.03686924318
369	0.9327661409	0.03686514633
370	0.9329374854	0.03681814121
371	0.9329936518	0.03680271996
372	0.9330617895	0.03678400314
373	0.9330825332	0.03677830315
374	0.9331600037	0.03675700781
375	0.9332036128	0.03674501498
376	0.933267624	0.03672740434
377	0.9333480248	0.03670527262
378	0.9333970595	0.03669176844
379	0.9334566477	0.0366753511
380	0.9335681907	0.03664459974
381	0.9335988988	0.03663612928
382	0.9336604668	0.03661914061
383	0.9337504882	0.03659428643
384	0.9338229347	0.03657427231
385	0.9338927693	0.03655496936
386	0.9339039025	0.0365518911
387	0.9339058287	0.03655135849
388	0.9339558472	0.03653752529
389	0.9339997048	0.03652539161
390	0.9340405077	0.03651409946
391	0.9340834959	0.03650219874
392	0.9340993067	0.03649782074
393	0.934130401	0.03648920923
394	0.9342725995	0.03644980174
395	0.9344392618	0.03640356025
396	0.9344802551	0.03639217741
397	0.9344831754	0.03639136636
398	0.9344872503	0.03639023467
399	0.9347144742	0.03632707205
400	0.9347235823	0.03632453794
401	0.9347698482	0.03631166279
402	0.9347728776	0.03631081959
403	0.9347774604	0.03630954397
404	0.9347906516	0.03630587201
405	0.934838294	0.03629260693
406	0.9348678729	0.03628436884
407	0.9349283501	0.03626751935
408	0.9349568218	0.03625958417
409	0.9350057972	0.03624593044
410	0.9350447696	0.03623506176
411	0.9351061102	0.03621794838
412	0.9351223546	0.03621341502
413	0.935264821	0.03617363222
414	0.9353227492	0.03615744362
415	0.9353646168	0.0361457388
416	0.9354379498	0.03612522814
417	0.9354827641	0.03611268821
418	0.9355183191	0.03610273612
419	0.935561722	0.03609058364
420	0.9355984876	0.03608028631
421	0.9356293056	0.03607165255
422	0.9356775235	0.03605814
423	0.9356791987	0.03605767044
424	0.9357378166	0.03604123638
425	0.9357662709	0.03603325624
426	0.9357924924	0.03602590073
427	0.9358190074	0.03601846137
428	0.9358606357	0.03600677855
429	0.9359047976	0.03599438053
430	0.9361069904	0.03593756229
431	0.9361423658	0.03592761221
432	0.9361716676	0.03591936837
433	0.936215504	0.03590703179
434	0.9362165574	0.03590673528
435	0.9362542692	0.03589611883
436	0.9362997848	0.03588330132
437	0.9363710937	0.035863211
438	0.9364127089	0.03585148126
439	0.9364422805	0.03584314384
440	0.9364969518	0.03582772469
441	0.9365199801	0.03582122793
442	0.9365688023	0.03580745032
443	0.9365920909	0.03580087641
444	0.9366188129	0.03579333184
445	0.9366239387	0.03579188446
446	0.9366661569	0.03577996101
447	0.9366790454	0.03577632019
448	0.9367212479	0.03576439601
449	0.9367237706	0.0357636831
450	0.9367555245	0.03575470833
451	0.9367965494	0.03574310992
452	0.9368388109	0.03573115796
453	0.9368864117	0.03571769121
454	0.9369178463	0.03570879525
455	0.9369518624	0.03569916623
456	0.93697784	0.03569181095
457	0.9369799742	0.03569120661
458	0.9370303248	0.0356769458
459	0.9370610991	0.0356682268
460	0.9370712031	0.03566536366
461	0.9371257628	0.03564989924
462	0.9371656274	0.03563859576
463	0.9371864319	0.03563269529
464	0.9372466661	0.03561560645
465	0.9372772276	0.03560693283
466	0.9372886189	0.03560369933
467	0.9373054446	0.0355989227
468	0.9374190072	0.03556666681
469	0.9374333351	0.03556259508
470	0.9375421209	0.03553166497
471	0.9375621748	0.03552596029
472	0.9375823999	0.03552020595
473	0.9376131434	0.03551145722
474	0.9376326284	0.03550591123
475	0.937640703	0.0355036127
476	0.9376572089	0.03549891366
477	0.9376886373	0.03548996462
478	0.9377166559	0.03548198463
479	0.9377286435	0.03547856989
480	0.9377353335	0.03547666404
481	0.9377726987	0.03546601763
482	0.937809755	0.03545545604
483	0.9378218744	0.03545200118
484	0.9380173617	0.03539622695
485	0.9380349503	0.03539120448
486	0.9380603054	0.03538396297
487	0.9380828831	0.03537751346
488	0.9381024892	0.03537191187
489	0.9381985535	0.03534445278
490	0.9382411447	0.03533227167
491	0.9382784721	0.03532159254
492	0.9383176457	0.03531038174
493	0.9383473246	0.0353018858
494	0.9383617731	0.03529774902
495	0.9384107346	0.03528372707
496	0.9384285965	0.03527861029
497	0.938463889	0.03526849805
498	0.9385149251	0.03525386973
499	0.9385546011	0.03524249331
500	0.9385926583	0.03523157763
501	0.9386088277	0.03522693883
502	0.9386146395	0.03522527137
503	0.938630679	0.03522066902
504	0.938670594	0.03520921327
505	0.9387490312	0.03518669068
506	0.9387635476	0.03518252083
507	0.9387742983	0.03517943238
508	0.9388263185	0.03516448416
509	0.9388507895	0.03515745012
510	0.9388902622	0.03514610095
511	0.9389026398	0.03514254142
512	0.9389394052	0.03513196627
513	0.9389955702	0.03511580494
514	0.939024915	0.0351073581
515	0.939047474	0.03510086316
516	0.9390947182	0.03508725722
517	0.9391239165	0.03507884569
518	0.9391516204	0.03507086284
519	0.9392926152	0.03503020705
520	0.9392934638	0.03502996221
521	0.9392968496	0.03502898535
522	0.9393318475	0.03501888603
523	0.9393816785	0.03500450136
524	0.9393941667	0.03500089546
525	0.939548908	0.03495618406
526	0.939584167	0.0349459882
527	0.939611542	0.03493807013
528	0.9396523002	0.03492627768
529	0.9396668172	0.03492207659
530	0.9396892518	0.03491558317
531	0.9397067843	0.03491050779
532	0.9397262981	0.03490485795
533	0.9397376453	0.03490157217
534	0.9397812522	0.03488894221
535	0.9398121678	0.03487998527
536	0.9398534924	0.03486800902
537	0.9398727382	0.03486243001
538	0.9399181708	0.03484925636
539	0.9399365658	0.03484392112
540	0.9400029624	0.03482465686
541	0.9400181524	0.03482024813
542	0.9400519005	0.03481045116
543	0.9400772507	0.03480309025
544	0.940108851	0.03479391231
545	0.9401151543	0.03479208131
546	0.9401497028	0.0347820438
547	0.9401829782	0.03477237345
548	0.9402077394	0.03476517571
549	0.9402361456	0.03475691659
550	0.9402486741	0.0347532733
551	0.9403043978	0.03473706416
552	0.9403473865	0.03472455429
553	0.9403825284	0.03471432449
554	0.9404095921	0.03470644422
555	0.9404225041	0.03470268393
556	0.9405525011	0.03466480296
557	0.9405813754	0.03465638338
558	0.940586765	0.03465481161
559	0.9406026716	0.03465017225
560	0.9406090988	0.03464829749
561	0.9406337781	0.03464109786
562	0.940751186	0.03460682626
563	0.9407847684	0.03459701725
564	0.9408081505	0.03459018599
565	0.9408334535	0.03458279198
566	0.9408664443	0.03457314909
567	0.9408981836	0.03456386945
568	0.9409489946	0.03454900865
569	0.9409730567	0.03454196892
570	0.9409826658	0.03453915724
571	0.9410172804	0.03452902687
572	0.9410501193	0.03451941343
573	0.941149064	0.03449043164
574	0.9411736507	0.03448322619
575	0.9412084308	0.03447303084
576	0.9412275334	0.0344674299
577	0.9412459117	0.03446204047
578	0.9412692618	0.03445519182
579	0.9413012197	0.03444581625
580	0.941340603	0.03443425881
581	0.9413655458	0.03442693704
582	0.9414335086	0.03440697927
583	0.9414722435	0.03439559928
584	0.941499348	0.03438763397
585	0.9415070544	0.03438536891
586	0.9415151544	0.03438298801
587	0.9415198157	0.03438161783
588	0.9415341661	0.03437739912
589	0.9415455081	0.03437406446
590	0.9415861836	0.03436210281
591	0.9416092398	0.03435532068
592	0.9416186216	0.03435256059
593	0.9416543338	0.03434205216
594	0.9417230737	0.03432181618
595	0.9417327311	0.03431897222
596	0.9417799457	0.0343050649
597	0.9417842814	0.03430378752
598	0.9417862124	0.03430321857
599	0.9418123992	0.03429550225
600	0.9418723022	0.03427784443
601	0.9418831846	0.0342746356
602	0.9418862919	0.03427371932
603	0.9419159774	0.03426496439
604	0.9419261715	0.03426195741
605	0.9419387101	0.03425825849
606	0.9419494517	0.0342550894
607	0.9420367823	0.03422931321
608	0.9420670974	0.03422036096
609	0.9420712998	0.03421911979
610	0.9420778608	0.03421718191
611	0.9421578502	0.03419354708
612	0.9422189242	0.03417549029
613	0.9422413652	0.03416885311
614	0.9422615306	0.03416288788
615	0.9423320593	0.03414201617
616	0.9423374958	0.03414040681
617	0.9423907465	0.03412463901
618	0.9423983835	0.03412237705
619	0.9424291629	0.03411325922
620	0.942470594	0.03410098211
621	0.9424910839	0.03409490882
622	0.9425177164	0.03408701319
623	0.9426269113	0.03405462149
624	0.9426363599	0.0340518172
625	0.9426712703	0.03404145397
626	0.9426894759	0.03403604836
627	0.9427027864	0.03403209567
628	0.9427382694	0.03402155634
629	0.9427752793	0.03401056002
630	0.9428034694	0.03400218182
631	0.9428206485	0.03399707512
632	0.9428493293	0.03398854769
633	0.9428654972	0.03398373968
634	0.942940771	0.03396134577
635	0.943053171	0.03392787934
636	0.9430836133	0.03391880965
637	0.9431392368	0.03390223145
638	0.9431570432	0.03389692266
639	0.9431638654	0.03389488846
640	0.9432021008	0.03388348549
641	0.9432293054	0.0338753699
642	0.9433876625	0.03382809066
643	0.9434071111	0.0338222795
644	0.9435152208	0.03378995862
645	0.9435341036	0.03378431016
646	0.9435521971	0.03377889693
647	0.9435699699	0.03377357881
648	0.9435785375	0.03377101483
649	0.9436030789	0.03376366944
650	0.9436062491	0.03376272046
651	0.9436291277	0.03375587108
652	0.9436915964	0.03373716222
653	0.9437204187	0.0337285267
654	0.9437343862	0.03372434104
655	0.9438051516	0.03370312679
656	0.9438266948	0.03369666585
657	0.9438845096	0.03367932071
658	0.9438953022	0.0336760818
659	0.9439009292	0.03367439299
660	0.9439097795	0.03367173662
661	0.943955467	0.0336580204
662	0.9439826556	0.03364985523
663	0.9440426565	0.03363182901
664	0.944058968	0.03362692683
665	0.9440640875	0.03362538811
666	0.9440755789	0.03362193396
667	0.9440874568	0.03361836326
668	0.9441190332	0.033608869
669	0.9441337093	0.03360445533
670	0.9441982793	0.03358502976
671	0.9442174903	0.03357924806
672	0.9442213134	0.03357809735
673	0.9442642554	0.03356516958
674	0.9443421896	0.03354169462
675	0.9443507212	0.03353912378
676	0.9443678013	0.03353397639
677	0.9443835264	0.03352923667
678	0.9443927627	0.03352645244
679	0.9444155108	0.03351959415
680	0.9444247586	0.03351680564
681	0.9444505901	0.0335090154
682	0.9444632011	0.03350521152
683	0.9444989186	0.03349443564
684	0.9445139422	0.03348990204
685	0.9445358919	0.03348327726
686	0.9445806034	0.03346977853
687	0.9446003039	0.03346382907
688	0.9446286661	0.03345526198
689	0.9446839893	0.03343854471
690	0.9447113922	0.03343026115
691	0.9447358587	0.03342286349
692	0.9447650303	0.03341404108
693	0.9447861721	0.03340764566
694	0.9448200935	0.03339738186
695	0.944850558	0.03338816134
696	0.944888995	0.03337652418
697	0.9449736955	0.03335086603
698	0.9449980867	0.03334347358
699	0.9450914687	0.03331515634
700	0.9451517328	0.03329686905
701	0.9451787077	0.03328868016
702	0.9451870182	0.03328615692
703	0.9451989831	0.03328252377
704	0.9452017712	0.03328167709
705	0.9452199176	0.03327616604
706	0.9453535938	0.03323554043
707	0.9453803441	0.03322740477
708	0.9454041514	0.03322016249
709	0.9454083741	0.03321887778
710	0.945439701	0.03320934523
711	0.945453901	0.03320502337
712	0.9454670277	0.03320102767
713	0.9454903206	0.03319393627
714	0.945518095	0.03318547851
715	0.9455281359	0.03318242038
716	0.9455760842	0.03316781292
717	0.9455937913	0.03316241683
718	0.9456126383	0.03315667238
719	0.9456346103	0.03314997419
720	0.9456428867	0.0331474508
721	0.9456513442	0.03314487195
722	0.9456970329	0.03313093727
723	0.9457058285	0.03312825399
724	0.9457121657	0.03312632057
725	0.9457568604	0.03311268146
726	0.9457741984	0.03310738906
727	0.9458072102	0.03309730992
728	0.945810019	0.03309645218
729	0.9458195127	0.03309355292
730	0.9458788951	0.0330754125
731	0.945890741	0.03307179258
732	0.9459035086	0.03306789053
733	0.9459301427	0.03305974914
734	0.945930968	0.03305949684
735	0.9459582626	0.03305115141
736	0.9459615916	0.03305013339
737	0.945972104	0.03304691852
738	0.9459803129	0.03304440787
739	0.9459920075	0.03304083085
740	0.9460141631	0.033034053
741	0.9460317073	0.03302868491
742	0.9460468591	0.03302404811
743	0.9460534656	0.03302202615
744	0.9461224199	0.0330009151
745	0.9461277506	0.03299928248
746	0.9461280382	0.0329991944
747	0.9461467944	0.03299344936
748	0.9461746189	0.03298492485
749	0.9462312049	0.03296758196
750	0.9462560909	0.03295995181
751	0.9462785744	0.03295305677
752	0.9463304993	0.03293712739
753	0.9463365564	0.03293526871
754	0.9463453737	0.03293256286
755	0.9464622802	0.03289666537
756	0.9464665186	0.0328953632
757	0.946489982	0.03288815348
758	0.9464977699	0.03288576011
759	0.946502565	0.0328842864
760	0.9465138011	0.03288083287
761	0.9465138343	0.03288082266
762	0.9465434003	0.0328717335
763	0.9465746616	0.03286212045
764	0.9466496062	0.03283906299
765	0.9466496477	0.03283905022
766	0.9467105612	0.03282029764
767	0.9467439926	0.03281000104
768	0.9467616876	0.03280454983
769	0.9467998233	0.03279279842
770	0.9468107268	0.03278943779
771	0.9468119184	0.03278907047
772	0.9468356927	0.03278174155
773	0.9468609457	0.03277395498
774	0.9468734094	0.03277011119
775	0.9469106322	0.03275862909
776	0.9469378485	0.03275023116
777	0.9469394659	0.03274973203
778	0.9469570005	0.03274432026
779	0.9470410066	0.03271838081
780	0.9470635504	0.03271141625
781	0.9470751938	0.03270781857
782	0.9471079682	0.03269768963
783	0.9471277794	0.03269156546
784	0.9471359814	0.03268902965
785	0.9471380137	0.03268840131
786	0.94715593	0.03268286135
787	0.9471858526	0.03267360683
788	0.9472087795	0.03266651416
789	0.9472518289	0.03265319223
790	0.9472794305	0.0326446479
791	0.9472794362	0.03264464612
792	0.9472992039	0.03263852546
793	0.9473151445	0.03263358894
794	0.9473234966	0.03263100215
795	0.9473416427	0.03262538126
796	0.9473551516	0.03262119616
797	0.9473612194	0.03261931617
798	0.9473732575	0.03261558605
799	0.9473829169	0.03261259268
800	0.9473867757	0.03261139679
801	0.9474090892	0.03260448075
802	0.9474807618	0.03258225596
803	0.9474907974	0.03257914282
804	0.9475062372	0.03257435269
805	0.9475156529	0.03257143116
806	0.947526172	0.03256816695
807	0.9475570011	0.03255859842
808	0.9475674043	0.03255536892
809	0.947582728	0.03255061134
810	0.9475840648	0.03255019626
811	0.9476103397	0.03254203691
812	0.9476432529	0.03253181323
813	0.9476566763	0.03252764266
814	0.9476803963	0.03252027168
815	0.9476852763	0.032518755
816	0.9477050285	0.03251261544
817	0.9477054406	0.03251248736
818	0.9477316485	0.03250433935
819	0.9477330886	0.03250389157
820	0.9477349128	0.03250332435
821	0.947807419	0.03248077096
822	0.9478196949	0.03247695094
823	0.9478422057	0.03246994483
824	0.9478535332	0.03246641875
825	0.9478660276	0.03246252903
826	0.9478760604	0.03245940528
827	0.9479196786	0.03244582114
828	0.9479522752	0.03243566579
829	0.9479699226	0.03243016647
830	0.9479709858	0.03242983514
831	0.948001801	0.03242023011
832	0.948002037	0.03242015654
833	0.948013634	0.03241654103
834	0.9480413924	0.03240788537
835	0.948088449	0.03239320687
836	0.9481101493	0.03238643557
837	0.9481347595	0.03237875458
838	0.9481404333	0.03237698351
839	0.9481465535	0.03237507296
840	0.9481564375	0.03237198726
841	0.9481842079	0.03236331594
842	0.9481983122	0.03235891098
843	0.9482317265	0.03234847286
844	0.9482426046	0.03234507398
845	0.948253788	0.03234157931
846	0.9482613498	0.03233921615
847	0.9482616503	0.03233912225
848	0.9482892396	0.03233049872
849	0.9483052609	0.03232548993
850	0.9483564301	0.03230948754
851	0.9483646158	0.03230692687
852	0.9483869727	0.03229993204
853	0.9484572851	0.03227792343
854	0.9484692336	0.03227418194
855	0.9484882022	0.0322682413
856	0.9485122643	0.03226070387
857	0.9485275047	0.03225592891
858	0.9485737255	0.03224144322
859	0.9485879917	0.03223697085
860	0.9486004254	0.03223307244
861	0.9486313482	0.03222337505
862	0.9486747175	0.03220976945
863	0.9486822646	0.03220740123
864	0.9487000903	0.03220180697
865	0.948717567	0.03219632129
866	0.9487243333	0.03219419721
867	0.9487945606	0.03217214303
868	0.9487947552	0.03217208187
869	0.9488032052	0.03216942723
870	0.9488585385	0.03215203823
871	0.9489098061	0.03213591851
872	0.948936722	0.03212745229
873	0.9489626961	0.03211928022
874	0.9489751266	0.03211536852
875	0.9490063481	0.03210554152
876	0.9490150805	0.03210279244
877	0.9490353965	0.0320963958
878	0.9490387924	0.03209532646
